instance,runtime,BINARY+,Basic-featuretime,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,HORNY-VAR-max,HORNY-VAR-mean,HORNY-VAR-min,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-VAR-entropy,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-stdev,Pre-featuretime,TRINARY+,UNARY,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,VCG-CLAUSE-max,VCG-CLAUSE-mean,VCG-CLAUSE-min,VCG-VAR-coeff-variation,VCG-VAR-entropy,VCG-VAR-max,VCG-VAR-mean,VCG-VAR-min,VG-coeff-variation,VG-max,VG-mean,VG-min,cl-featuretime,cl-num-coeff-variation,cl-num-max,cl-num-mean,cl-num-min,cl-num-q10,cl-num-q25,cl-num-q50,cl-num-q75,cl-num-q90,cl-size-coeff-variation,cl-size-max,cl-size-mean,cl-size-min,cl-size-q10,cl-size-q25,cl-size-q50,cl-size-q75,cl-size-q90,cluster-coeff-coeff-variation,cluster-coeff-entropy,cluster-coeff-max,cluster-coeff-mean,cluster-coeff-min,horn-clauses-fraction,nclauses,nclausesOrig,nvars,nvarsOrig,reducedClauses,reducedVars
indu/cbmc_binsearch-sat-lin.c_a123_s4_satelite.cnf,0.02,0.107987819,0,0.773080633,2.154323243,0.011946592,0.001624181,2.34E-04,0.567745895,1.14688962,1,0.442073663,0,1.50156034,0.952,0.155722403,0,0.260383046,0.01,0.790349028,0,2.04388344,0.953950482,0.081858407,0.005331449,0.002212389,1.201935415,2.434834938,0.030686343,0.005331449,0.001639728,1.312570921,0.046615132,0.006951225,9.37E-04,0.01,0,577,577,577,577,577,577,577,577,0,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,0.459872474,3.254571163,0.523809524,0.241673635,0.018229036,0.496837667,4269,4269,904,904,0,0
indu/cbmc_binsearch-sat-lin.c_a354_s6_satelite.cnf,0.07,0.079306783,0,0.879757058,2.240238448,0.006312407,7.87E-04,0,0.53383913,1.440708423,1,0.479104254,0,1.351690297,0.991150442,0.137945375,0,0.255496438,0.03,0.705956617,0,1.684841131,1.286659728,0.032201405,0.004167371,0.00117096,2.307424123,2.573919784,0.053024217,0.004167371,8.03E-04,1.517892398,0.037989212,0.004249082,4.59E-04,0.04,0,254,254,254,254,254,254,254,254,0,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,0,0,0,-1,-1,0.445082061,8713,8713,1708,1708,0,0
indu/factor-3271-3593.cnf,0.05,0.155994222,0,0.363469206,1.251441893,0.012036591,0.004732763,0.001925855,0.506367769,1.083617841,1,0.369122131,0,0.983320395,0.2,0.028220422,0,0.042615124,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331886932,2.935737464,0.610294118,0.329122648,0.057142857,0.601348098,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a10_s6_satelite.cnf,0.02,0.107811038,0,0.773080633,2.154323243,0.011927035,0.001621522,2.34E-04,0.568237631,1.152094543,1,0.442942768,0,1.506384433,0.954545455,0.156379378,0,0.261944306,0,0.789055192,0,2.074311214,0.959471255,0.081858407,0.005456727,0.002212389,1.244106178,2.431212162,0.032273152,0.005456727,0.001637044,1.322127704,0.046538821,0.007043325,9.35E-04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464233575,3.245967019,0.523809524,0.24080984,0.018229036,0.496024322,4276,4276,904,904,0,0
indu/factor-3313-3361.cnf,0.09,0.155587669,0,0.369969201,1.263556812,0.012524085,0.004759348,0.001926782,0.500246346,1.06359183,1,0.360629416,0,0.931178684,0.272727273,0.026108561,0,0.038170401,0,0.579479769,0,0.217854294,1.017575547,0.010178117,0.008307716,0.005089059,0.177259139,1.774048709,0.012524085,0.008307716,0.004816956,0.538436263,0.012042389,0.003564302,0.002408478,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330374144,2.928627852,0.563157895,0.328093081,0.057142857,0.604046243,2076,2232,393,434,0.075144509,0.1043257
indu/factor-3067-3539.cnf,0.01,0.155587669,0,0.368901507,1.279806365,0.012524085,0.004742189,0.001926782,0.504148112,1.077253409,1,0.366409762,0,0.963377139,0.272727273,0.027465643,0,0.041787121,0,0.579479769,0,0.217854294,1.017575547,0.010178117,0.008307716,0.005089059,0.177259139,1.774048709,0.012524085,0.008307716,0.004816956,0.538436263,0.012042389,0.003564302,0.002408478,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331337862,2.952599255,0.571428571,0.328567318,0.057142857,0.601156069,2076,2232,393,434,0.075144509,0.1043257
indu/factor-3449-3889.cnf,0.01,0.160358566,0,0.370102002,1.358768095,0.013446215,0.004847104,0.001992032,0.511099932,1.082533394,1,0.365205843,0,0.920971228,0.272727273,0.02578308,0,0.043851489,0,0.577191235,0,0.220045458,1.02609412,0.013089005,0.008541749,0.005235602,0.186223202,1.83955957,0.013944223,0.008541749,0.004482072,0.51143654,0.012450199,0.00361121,0.001992032,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325200841,2.9602655,0.563157895,0.33099484,0.046511628,0.597609562,2008,2232,382,434,0.111553785,0.136125654
indu/cbmc_binsearch-sat-lin.c_a1442_s6_satelite.cnf,0.23,0.092414996,0,1.006923147,2.33215592,0.003995931,4.85E-04,0,0.498820933,2.000984778,1,0.550381755,0,1.448180639,0.995708155,0.156575852,0,0.248142403,0.1,0.602513804,0,1.374543487,1.760583121,0.024853141,0.00598459,9.04E-04,3.757932457,2.711604091,0.137387387,0.00598459,5.09E-04,1.610701994,0.035309503,0.003498783,2.91E-04,0.13,0.152229275,570,484.6666667,390,390,390,494,570,570,0.380147647,25.77125506,16.97728295,10.46410256,10.46410256,10.46410256,14.69649123,25.77125506,25.77125506,0,0,0,-1,-1,0.368206917,13764,13764,2213,2213,0,0
indu/factor-3187-3571.cnf,0.06,0.155587669,0,0.369295773,1.266186189,0.012524085,0.004756897,0.001926782,0.501307772,1.067262542,1,0.362074502,0,0.940106286,0.272727273,0.026447831,0,0.039110367,0,0.579479769,0,0.217854294,1.017575547,0.010178117,0.008307716,0.005089059,0.177259139,1.774048709,0.012524085,0.008307716,0.004816956,0.538436263,0.012042389,0.003564302,0.002408478,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33057853,2.936737257,0.563157895,0.328208997,0.057142857,0.603564547,2076,2232,393,434,0.075144509,0.1043257
indu/cbmc_binsearch-sat-lin.c_a60_s6_satelite.cnf,0.02,0.107811038,0,0.773080633,2.154323243,0.011927035,0.001621522,2.34E-04,0.568237631,1.152094543,1,0.442942768,0,1.506384433,0.954545455,0.156387073,0,0.261940938,0,0.789055192,0,2.074311214,0.959471255,0.081858407,0.005456727,0.002212389,1.244112711,2.432063864,0.032273152,0.005456727,0.001637044,1.322127704,0.046538821,0.007043325,9.35E-04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464228945,3.246138196,0.523809524,0.240806279,0.018229036,0.496024322,4276,4276,904,904,0,0
indu/factor-3301-3659.cnf,0.02,0.155994222,0,0.368222845,1.288509009,0.012036591,0.004722987,0.001925855,0.504746912,1.077665416,1,0.366233349,0,0.972119142,0.272727273,0.027666661,0,0.041762132,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331190356,2.929950505,0.610294118,0.328869427,0.057142857,0.600385171,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a15_s4_satelite.cnf,0.02,0.107987819,0,0.773080633,2.154323243,0.011946592,0.001624181,2.34E-04,0.567745895,1.14688962,1,0.442073663,0,1.50156034,0.952,0.155722403,0,0.260383046,0,0.790349028,0,2.04388344,0.953950482,0.081858407,0.005331449,0.002212389,1.201935415,2.434834938,0.030686343,0.005331449,0.001639728,1.312570921,0.046615132,0.006951225,9.37E-04,0.02,0,549,549,549,549,549,549,549,549,0,7.681238616,7.681238616,7.681238616,7.681238616,7.681238616,7.681238616,7.681238616,7.681238616,0.459872474,3.254571163,0.523809524,0.241673635,0.018229036,0.496837667,4269,4269,904,904,0,0
indu/factor-3061-3191.cnf,0.03,0.155994222,0,0.369856459,1.297853088,0.012036591,0.004715655,0.001925855,0.504746912,1.077665416,1,0.366233349,0,0.972119142,0.272727273,0.027666661,0,0.041762132,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331143079,2.929556918,0.610294118,0.328864123,0.057142857,0.599422244,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a386_s6_satelite.cnf,0.07,0.077596856,0,0.879757058,2.240238448,0.006176305,7.70E-04,0,0.529766573,1.489514144,1,0.486341569,0,1.351487583,0.993103448,0.137992752,0,0.256344314,0.03,0.690735542,0,1.682740525,1.348750142,0.032201405,0.004759187,0.00117096,2.579890785,2.550106857,0.066254913,0.004759187,7.86E-04,1.517892398,0.037170129,0.004157468,4.49E-04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0.435485682,8905,8905,1708,1708,0,0
indu/cbmc_binsearch-sat-lin.c_a321_s6_satelite.cnf,0.09,0.079306783,0,0.879757058,2.240238448,0.006312407,7.87E-04,0,0.53383913,1.440708423,1,0.479104254,0,1.351690297,0.991150442,0.137945375,0,0.255496438,0.03,0.705956617,0,1.684841131,1.286659728,0.032201405,0.004167371,0.00117096,2.307424123,2.573919784,0.053024217,0.004167371,8.03E-04,1.517892398,0.037989212,0.004249082,4.59E-04,0.06,0,254,254,254,254,254,254,254,254,0,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,12.05905512,0,0,0,-1,-1,0.445082061,8713,8713,1708,1708,0,0
indu/cbmc_binsearch-sat-lin.c_a673_s6_satelite.cnf,0.09,0.072393924,0.01,0.898447828,2.249380023,0.005762179,7.05E-04,0,0.516813143,1.652058054,1,0.509150617,0,1.330931959,0.995555556,0.135418939,0,0.255227954,0.05,0.644421163,0,1.544184701,1.514945597,0.031609195,0.005926796,0.001149425,2.962693833,2.63351552,0.095337873,0.005926796,7.33E-04,1.545370204,0.034677842,0.004308328,4.19E-04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0.406286014,9545,9545,1740,1740,0,0
indu/factor-3581-3727.cnf,0.01,0.160776506,0,0.363127862,1.32982805,0.012444002,0.004842439,0.00199104,0.513327941,1.089173863,1,0.368010619,0,0.901120472,0.272727273,0.026742566,0,0.047107043,0,0.577401692,0,0.220202448,1.026493795,0.01305483,0.008517806,0.005221932,0.1882419,1.84272222,0.013937282,0.008517806,0.00298656,0.513820929,0.012444002,0.003605187,0.00149328,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325869302,2.956429554,0.610294118,0.331522954,0.046511628,0.598307616,2009,2232,383,434,0.111000498,0.133159269
indu/factor-3011-3361.cnf,0.07,0.155994222,0,0.36727933,1.277983153,0.012036591,0.004732763,0.001925855,0.503856537,1.074486505,1,0.364788958,0,0.964835493,0.272727273,0.027328251,0,0.040895524,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331037423,2.925718284,0.610294118,0.328758872,0.057142857,0.601829562,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a93_s4_satelite.cnf,0.02,0.107987819,0,0.773080633,2.154323243,0.011946592,0.001624181,2.34E-04,0.567745895,1.14688962,1,0.442073663,0,1.50156034,0.952,0.155722403,0,0.260383046,0,0.790349028,0,2.04388344,0.953950482,0.081858407,0.005331449,0.002212389,1.201935415,2.434834938,0.030686343,0.005331449,0.001639728,1.312570921,0.046615132,0.006951225,9.37E-04,0.02,0,577,577,577,577,577,577,577,577,0,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,0.459872474,3.254571163,0.523809524,0.241673635,0.018229036,0.496837667,4269,4269,904,904,0,0
indu/factor-3083-3613.cnf,0.05,0.155994222,0,0.361821228,1.238405014,0.012036591,0.004740095,0.001925855,0.506367769,1.083617841,1,0.369122131,0,0.983320395,0.2,0.028220422,0,0.042615124,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331933963,2.935937898,0.610294118,0.329127952,0.057142857,0.602311026,2077,2232,394,434,0.074626866,0.101522843
indu/factor-3557-3911.cnf,0,0.160776506,0,0.367679544,1.354577967,0.012444002,0.004829442,0.00199104,0.512548639,1.086125125,1,0.366517339,0,0.892928421,0.272727273,0.026394437,0,0.046311312,0,0.577401692,0,0.220202448,1.026493795,0.01305483,0.008517806,0.005221932,0.1882419,1.84272222,0.013937282,0.008517806,0.00298656,0.513820929,0.012444002,0.003605187,0.00149328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325871474,2.952083201,0.610294118,0.331419822,0.046511628,0.596814335,2009,2232,383,434,0.111000498,0.133159269
indu/factor-3319-3821.cnf,0.01,0.160776506,0,0.368664423,1.357529557,0.012444002,0.004819045,0.00199104,0.513327941,1.089173863,1,0.368010619,0,0.911674544,0.272727273,0.026615973,0,0.046325336,0,0.577401692,0,0.220202448,1.026493795,0.01305483,0.008517806,0.005221932,0.1882419,1.84272222,0.013937282,0.008517806,0.00298656,0.513820929,0.012444002,0.003605187,0.00149328,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326081205,2.959819832,0.610294118,0.331536394,0.046511628,0.595321055,2009,2232,383,434,0.111000498,0.133159269
indu/factor-3079-3461.cnf,0.07,0.155994222,0,0.368917328,1.289157968,0.012036591,0.004725431,0.001925855,0.503856537,1.074486505,1,0.364788958,0,0.964835493,0.272727273,0.027328251,0,0.040895524,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331188332,2.927114221,0.610294118,0.328769438,0.057142857,0.600866635,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a1537_s6_satelite.cnf,0.18,0.08988764,0.01,1.021127445,2.337328155,0.003886651,4.66E-04,0,0.490838662,2.0667877,1,0.556086665,0,1.421916544,0.994984955,0.154016545,0,0.247279323,0.1,0.585753657,0,1.330689835,1.803887689,0.024498886,0.006120307,8.91E-04,3.794082531,2.672214609,0.142604763,0.006120307,4.95E-04,1.637884094,0.034343863,0.003615727,2.83E-04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0.3584199,14151,14151,2245,2245,0,0
indu/factor-3067-3797.cnf,0.01,0.155994222,0,0.364870095,1.256259558,0.012036591,0.004737651,0.001925855,0.504746912,1.077665416,1,0.366233349,0,0.970511632,0.2,0.027543603,0,0.040906062,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331489794,2.933777428,0.610294118,0.328890927,0.057142857,0.602311026,2077,2232,394,434,0.074626866,0.101522843
indu/factor-3121-3527.cnf,0.02,0.155994222,0,0.361570291,1.226536128,0.012036591,0.004752315,0.001925855,0.504746912,1.077665416,1,0.366233349,0,0.970511632,0.2,0.027543603,0,0.040906062,0,0.579682234,0,0.21800827,1.017980778,0.010152284,0.008285085,0.005076142,0.179398816,1.773149201,0.012518055,0.008285085,0.002888782,0.540599206,0.012036591,0.003558432,0.001444391,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331584193,2.934166671,0.610294118,0.328901536,0.057142857,0.60423688,2077,2232,394,434,0.074626866,0.101522843
indu/cbmc_binsearch-sat-lin.c_a1410_s6_satelite.cnf,0.2,0.092408282,0,1.00676456,2.33129529,0.003995641,4.85E-04,0,0.498800508,2.00124008,1,0.550385602,0,1.448807071,0.994640943,0.156579016,0,0.248149459,0.09,0.602470033,0,1.374561807,1.760797641,0.024853141,0.005984352,9.04E-04,3.757966164,2.709975133,0.137377406,0.005984352,5.09E-04,1.610709108,0.035306938,0.003498595,2.91E-04,0.11,0.121031746,565,504,443,443,443,565,565,565,0.377639982,14.35575221,10.42053976,6.485327314,6.485327314,6.485327314,14.35575221,14.35575221,14.35575221,0,0,0,-1,-1,0.368252815,13765,13765,2213,2213,0,0
indu/factor-3169-3877.cnf,0.04,0.155587669,0,0.365989604,1.234443259,0.012524085,0.004771605,0.001926782,0.501307772,1.067262542,1,0.362074502,0,0.940106286,0.272727273,0.026447831,0,0.039110367,0,0.579479769,0,0.217854294,1.017575547,0.010178117,0.008307716,0.005089059,0.177259139,1.774048709,0.012524085,0.008307716,0.004816956,0.538436263,0.012042389,0.003564302,0.002408478,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330873402,2.938969859,0.571428571,0.32823549,0.057142857,0.605491329,2076,2232,393,434,0.075144509,0.1043257
indu/cbmc_binsearch-sat-lin.c_a40_s4_satelite.cnf,0.02,0.107987819,0,0.773080633,2.154323243,0.011946592,0.001624181,2.34E-04,0.567745895,1.14688962,1,0.442073663,0,1.50156034,0.952,0.155694457,0,0.260394786,0,0.790349028,0,2.04388344,0.953950482,0.081858407,0.005331449,0.002212389,1.201914095,2.42617031,0.030686343,0.005331449,0.001639728,1.312570921,0.046615132,0.006951225,9.37E-04,0.02,0,577,577,577,577,577,577,577,577,0,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,6.670710572,0.460023063,3.253587331,0.523809524,0.24168361,0.018745144,0.496837667,4269,4269,904,904,0,0
indu/cbmc_binsearch-sat-lin.c_a483_s6_satelite.cnf,0.08,0.077043149,0,0.879757058,2.240238448,0.006132233,7.64E-04,0,0.527768052,1.521264794,1,0.488190519,0,1.330046225,0.99378882,0.137859063,0,0.256464524,0.03,0.685806667,0,1.676573362,1.36221485,0.032201405,0.004955006,0.00117096,2.684836994,2.555791949,0.072917828,0.004955006,7.80E-04,1.517892398,0.036904895,0.004127801,4.46E-04,0.05,0,593,593,593,593,593,593,593,593,0,6.365935919,6.365935919,6.365935919,6.365935919,6.365935919,6.365935919,6.365935919,6.365935919,0,0,0,-1,-1,0.432378192,8969,8969,1708,1708,0,0
